gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;redoublement_en_l1;passage_en_l2_2_ans;passage_en_l2_1_2_ans;reorientation_en_dut_1_an;reorientation_en_dut_2_ans;reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;reussite_4_ans;reussite_3_4_ans
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;21.0;7.0;11.0;7.0;14.0;0.0;0.0;0.0;2012;11.0;0.0;2.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;17.0;6.0;4.0;2.0;8.0;0.0;1.0;1.0;2012;6.0;1.0;1.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;4;BAC STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;15.0;4.0;4.0;2.0;6.0;1.0;0.0;1.0;2012;13.0;3.0;1.0;4.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;35.0;0.0;8.0;1.0;1.0;1.0;0.0;1.0;2012;19.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;39;Sciences de gestion;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;15.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;2012;11.0;0.0;2.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;5.0;2.0;2.0;4.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;2;BAC ES;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;40.0;17.0;11.0;6.0;23.0;0.0;0.0;0.0;2012;68.0;8.0;7.0;15.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;44.0;22.0;9.0;6.0;28.0;0.0;0.0;0.0;2012;69.0;18.0;14.0;32.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;2;BAC ES;R1;En retard d'un an;1;Homme;A;Très bien;2014;7.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;2012;2.0;2.0;0.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;280.0;154.0;70.0;39.0;193.0;11.0;1.0;12.0;2012;307.0;105.0;50.0;155.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;95.0;43.0;25.0;7.0;50.0;1.0;1.0;2.0;2012;114.0;29.0;16.0;45.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;5.0;2.0;3.0;1.0;3.0;0.0;0.0;0.0;2012;4.0;1.0;1.0;2.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;3;BAC S;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;70.0;1.0;22.0;1.0;2.0;0.0;0.0;0.0;2012;65.0;1.0;2.0;3.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;13.0;0.0;6.0;2.0;2.0;0.0;0.0;0.0;2012;17.0;1.0;2.0;3.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;02;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;123.0;3.0;40.0;3.0;6.0;1.0;0.0;1.0;2012;158.0;1.0;6.0;7.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;1;BAC L;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;2.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;2012;;;;
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;3.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;2.0;2.0;0.0;2.0
LLSH;Lettres, langues et sciences humaines;05;Langues;25;Cultures et langues régionales;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;25;Cultures et langues régionales;3;BAC S;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;25;Cultures et langues régionales;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;4.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;1;BAC L;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;;;;;;;;;2012;2.0;1.0;1.0;2.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;1;BAC L;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;38.0;29.0;4.0;2.0;31.0;0.0;0.0;0.0;2012;32.0;16.0;2.0;18.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;6.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;2012;8.0;6.0;0.0;6.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;4;BAC STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;7.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;2012;5.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;164.0;127.0;21.0;18.0;145.0;2.0;1.0;3.0;2012;136.0;88.0;14.0;102.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;62.0;18.0;20.0;13.0;31.0;0.0;0.0;0.0;2012;56.0;7.0;11.0;18.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;58.0;25.0;22.0;13.0;38.0;1.0;0.0;1.0;2012;45.0;14.0;8.0;22.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;6.0;3.0;2.0;1.0;4.0;0.0;0.0;0.0;2012;4.0;1.0;1.0;2.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;44.0;8.0;13.0;5.0;13.0;3.0;1.0;4.0;2012;26.0;8.0;2.0;10.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;20.0;2.0;7.0;0.0;2.0;0.0;0.0;0.0;2012;24.0;0.0;2.0;2.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;29;Aménagement;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;1;BAC L;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;8.0;5.0;3.0;0.0;5.0;0.0;0.0;0.0;2012;14.0;2.0;4.0;6.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;3.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0;2012;3.0;2.0;1.0;3.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;5.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;4.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;2012;2.0;1.0;1.0;2.0
DSA;Droit, gestion, économie, AES;03;Administration économique et sociale;40;Administration économique et sociale;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;10.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;2012;17.0;3.0;1.0;4.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;;;;;;;;;2012;22.0;9.0;3.0;12.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;20.0;9.0;4.0;13.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;;;;;;;;;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;1;BAC L;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;3.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;2;BAC ES;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;48.0;37.0;5.0;6.0;43.0;0.0;0.0;0.0;2012;27.0;21.0;3.0;24.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;4;BAC STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;;;;;;;;;2012;2.0;2.0;0.0;2.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;5.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;6;BAC professionnel;R4;Non pris en compte;1;Homme;Q;Inconnue;2014;12.0;2.0;3.0;0.0;2.0;0.0;0.0;0.0;2012;13.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;19;Langues et littératures françaises;6;BAC professionnel;R4;Non pris en compte;2;Femme;D;Passable premier groupe;2014;80.0;2.0;24.0;3.0;5.0;0.0;1.0;1.0;2012;97.0;0.0;2.0;2.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;21;Arts;4;BAC STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;12.0;2.0;3.0;1.0;3.0;0.0;0.0;0.0;2012;16.0;3.0;4.0;7.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;10.0;5.0;4.0;0.0;5.0;0.0;1.0;1.0;2012;22.0;11.0;4.0;15.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;1;BAC L;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;2.0;2.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;04;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;2;BAC ES;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;3;BAC S;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;05;Langues;23;Langues et littératures étrangères;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;4.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;759.0;275.0;241.0;124.0;399.0;14.0;1.0;15.0;2012;839.0;216.0;136.0;352.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;1;BAC L;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;33.0;3.0;14.0;4.0;7.0;0.0;0.0;0.0;2012;55.0;4.0;4.0;8.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;180.0;49.0;59.0;34.0;83.0;2.0;1.0;3.0;2012;161.0;13.0;29.0;42.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;5.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;2012;6.0;4.0;1.0;5.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;104.0;6.0;36.0;10.0;16.0;2.0;0.0;2.0;2012;96.0;6.0;4.0;10.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;25;Cultures et langues régionales;1;BAC L;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;05;Langues;25;Cultures et langues régionales;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;25;Cultures et langues régionales;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;1;BAC L;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;;;;;;;;;2012;1.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;4.0;3.0;1.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;10.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;6;BAC professionnel;R4;Non pris en compte;2;Femme;D;Passable premier groupe;2014;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;21.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;29;Aménagement;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;232.0;85.0;88.0;36.0;121.0;0.0;0.0;0.0;2012;321.0;85.0;35.0;120.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R1;En retard d'un an;2;Femme;B;Bien;2014;19.0;16.0;0.0;0.0;16.0;0.0;0.0;0.0;2012;15.0;10.0;1.0;11.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;365.0;299.0;25.0;17.0;316.0;3.0;3.0;6.0;2012;261.0;169.0;26.0;195.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;133.0;62.0;36.0;13.0;75.0;1.0;0.0;1.0;2012;108.0;35.0;20.0;55.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;20.0;13.0;4.0;2.0;15.0;0.0;0.0;0.0;2012;18.0;7.0;3.0;10.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;75.0;19.0;19.0;7.0;26.0;1.0;0.0;1.0;2012;61.0;12.0;3.0;15.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;4;BAC STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;127.0;23.0;40.0;10.0;33.0;2.0;1.0;3.0;2012;149.0;14.0;15.0;29.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;1;BAC L;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;16.0;3.0;8.0;4.0;7.0;0.0;0.0;0.0;2012;12.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;6.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;2012;3.0;3.0;0.0;3.0
SI;Sciences et sciences de l'ingénieur;09;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;4.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;1;BAC L;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;1;BAC L;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;4.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;2;BAC ES;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;5.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;2;BAC ES;R1;En retard d'un an;1;Homme;B;Bien;2014;2.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;1;BAC L;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;6;BAC professionnel;R4;Non pris en compte;1;Homme;B;Bien;2014;2.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;4.0;0.0;2.0;2.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;8.0;5.0;2.0;2.0;7.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;5.0;4.0;0.0;1.0;5.0;0.0;0.0;0.0;2012;8.0;2.0;1.0;3.0
